Setup,Movecount,Solution
R' Dw' BRw B',4,
R' Dw' BRw D,4,
R' Dw' BRw' R',4,
R' Dw' BRw' B,4,
R' Dw' BRw' B',4,
R' Dw' BRw' D,4,
R' Dw' BRw' D',4,
R' Dw' B BRw,4,
R' Dw' B BRw',4,
R' Dw' B BL,4,
R' Dw' B BL',4,
R' Dw' B BR,4,
R' Dw' B BR',4,
R' Dw' B Dw,4,
R' Dw' B Dw',4,
R' Dw' B D,4,
R' Dw' B D',4,
R' Dw' B' R,4,
R' Dw' B' R',4,
R' Dw' B' BRw,4,
R' Dw' B' BRw',4,
R' Dw' B' BL,4,
R' Dw' B' BL',4,
R' Dw' B' BR,4,
R' Dw' B' Dw,4,
R' Dw' B' Dw',4,
R' Dw' B' D,4,
R' Dw' B' D',4,
R' Dw' D R,4,
R' Dw' D R',4,
R' Dw' D F,4,
R' Dw' D F',4,
R' Dw' D BRw,4,
R' Dw' D BRw',4,
R' Dw' D BL,4,
R' Dw' D BL',4,
R' Dw' D B,4,
R' Dw' D' BRw,4,
R' Dw' D' BRw',4,
R' Dw' D' BL,4,
R' Dw' D' BL',4,
R' Dw' D' B,4,
R' Dw' D' B',4,
R' Dw' D' BR,4,
R' D R BRw',4,
R' D R B,4,
R' D R B',4,
R' D R BR',4,
R' D R Dw',4,
R' D R' BRw,4,
R' D R' BRw',4,
R' D R' BR,4,
R' D R' BR',4,
R' D R' Dw,4,
R' D R' Dw',4,
R' D R' D,4,
R' D R' D',4,
R' D F R,4,
R' D F R',4,
R' D F BRw,4,
R' D F BRw',4,
R' D F B,4,
R' D F B',4,
R' D F BR',4,
R' D F' BRw',4,
R' D F' B',4,
R' D F' D,4,
R' D F' D',4,
R' D B R,4,
R' D B R',4,
R' D B BRw,4,
R' D B BRw',4,
R' D B BL,4,
R' D B BL',4,
R' D B Dw,4,
R' D B Dw',4,
R' D B D,4,
R' D B D',4,
R' D B' R,4,
R' D B' R',4,
R' D B' BRw,4,
R' D B' BRw',4,
R' D B' BR,4,
R' D B' BR',4,
R' D B' Dw,4,
R' D B' Dw',4,
R' D BR R,4,
R' D BR B,4,
R' D BR B',4,
R' D BR D',4,
R' D' R BRw,4,
R' D' R BRw',4,
R' D' R BL',4,
R' D' R B,4,
R' D' R B',4,
R' D' R' BRw',4,
R' D' R' BL',4,
R' D' R' D,4,
R' D' R' D',4,
R' D' F R,4,
R' D' F R',4,
R' D' F BRw',4,
R' D' F BL,4,
R' D' F B,4,
R' D' F' BRw,4,
R' D' F' BRw',4,
R' D' F' BL',4,
R' D' F' B,4,
R' D' F' D,4,
R' D' F' D',4,
R' D' BRw R',4,
R' D' BRw F,4,
R' D' BRw F',4,
R' D' BRw BL',4,
R' D' BRw B,4,
R' D' BRw B',4,
R' D' BRw Dw,4,
R' D' BRw Dw',4,
R' D' BRw D',4,
R' D' BRw' R',4,
R' D' BRw' F,4,
R' D' BRw' BL',4,
R' D' BRw' B',4,
R' D' BRw' Dw,4,
R' D' BRw' D,4,
R' D' BL BRw,4,
R' D' BL BRw',4,
R' D' BL B,4,
R' D' BL B',4,
R' D' BL' BRw,4,
R' D' BL' BRw',4,
R' D' BL' B,4,
R' D' BL' B',4,
R' D' B R,4,
R' D' B BRw,4,
R' D' B BRw',4,
R' D' B BL,4,
R' D' B BL',4,
R' D' B Dw,4,
R' D' B Dw',4,
R' D' B D,4,
R' D' B D',4,
R BRw R F' R',5,
R BRw R F' BL,5,
R BRw R F' BL',5,
R BRw R F' B,5,
R BRw R F' B',5,
R BRw R F' BR,5,
R BRw R F' BR',5,
R BRw R F' Dw,5,
R BRw R F' Dw',5,
R BRw R F' D,5,
R BRw R F' D',5,
R BRw R BL BRw',5,
R BRw R BL B,5,
R BRw R BL B',5,
R BRw R BL BR,5,
R BRw R BL BR',5,
R BRw R BL Dw,5,
R BRw R BL Dw',5,
R BRw R BL D,5,
R BRw R BL D',5,
R BRw R BL' BRw,5,
R BRw R BL' BRw',5,
R BRw R BL' B,5,
R BRw R BL' B',5,
R BRw R BL' BR,5,
R BRw R BL' BR',5,
R BRw R BL' Dw,5,
R BRw R BL' Dw',5,
R BRw R BL' D,5,
R BRw R BL' D',5,
R BRw R B R,5,
R BRw R B R',5,
R BRw R B BRw,5,
R BRw R B BRw',5,
R BRw R B BL,5,
R BRw R B BL',5,
R BRw R B Dw,5,
R BRw R B Dw',5,
R BRw R B' R,5,
R BRw R B' BRw,5,
R BRw R B' BRw',5,
R BRw R B' BL,5,
R BRw R B' BL',5,
R BRw R B' BR,5,
R BRw R B' BR',5,
R BRw R B' Dw,5,
R BRw R B' Dw',5,
R BRw R B' D,5,
R BRw R B' D',5,
R BRw R BR R,5,
R BRw R BR R',5,
R BRw R BR B,5,
R BRw R BR B',5,
R BRw R BR Dw,5,
R BRw R BR Dw',5,
R BRw R BR' R,5,
R BRw R BR' R',5,
R BRw R BR' B',5,
R BRw R BR' Dw,5,
R BRw R BR' Dw',5,
R BRw R BR' D,5,
R BRw R BR' D',5,
R BRw R Dw BRw,5,
R BRw R Dw BRw',5,
R BRw R Dw B,5,
R BRw R Dw D,5,
R BRw R Dw D',5,
R BRw R Dw' R,5,
R BRw R Dw' B,5,
R BRw R Dw' B',5,
R BRw R Dw' D,5,
R BRw R Dw' D',5,
R BRw R D F,5,
R BRw R D F',5,
R BRw R D BRw,5,
R BRw R D BRw',5,
R BRw R D BL,5,
R BRw R D BL',5,
R BRw R D B,5,
R BRw R D B',5,
R BRw R D BR,5,
R BRw R D BR',5,
R BRw R D' R,5,
R BRw R D' R',5,
R BRw R D' F,5,
R BRw R D' F',5,
R BRw R D' BRw,5,
R BRw R D' BRw',5,
R BRw R D' BL',5,
R BRw R D' B,5,
R BRw R D' B',5,
R BRw R D' BR,5,
R BRw R D' BR',5,
R BRw R' BRw R,5,
R BRw R' BRw R',5,
R BRw R' BRw F,5,
R BRw R' BRw F',5,
R BRw R' BRw B,5,
R BRw R' BRw B',5,
R BRw R' BRw BR',5,
R BRw R' BRw Dw,5,
R BRw R' BRw D,5,
R BRw R' BRw' B,5,
R BRw R' BRw' Dw,5,
R BRw R' BL BRw',5,
R BRw R' BL B,5,
R BRw R' BL B',5,
R BRw R' BL BR,5,
R BRw R' BL BR',5,
R BRw R' BL Dw,5,
R BRw R' BL D,5,
R BRw R' BL D',5,
R BRw R' BL' BRw,5,
R BRw R' BL' BRw',5,
R BRw R' BL' B,5,
R BRw R' BL' B',5,
R BRw R' BL' Dw,5,
R BRw R' BL' Dw',5,
R BRw R' BL' D,5,
R BRw R' BL' D',5,
R BRw R' B R,5,
R BRw R' B R',5,
R BRw R' B BL,5,
R BRw R' B' BRw,5,
R BRw R' B' BRw',5,
R BRw R' B' BL,5,
R BRw R' B' BL',5,
R BRw R' B' BR,5,
R BRw R' B' BR',5,
R BRw R' B' Dw,5,
R BRw R' B' Dw',5,
R BRw R' BR R,5,
R BRw R' BR R',5,
R BRw R' BR B,5,
R BRw R' BR B',5,
R BRw R' BR Dw',5,
R BRw R' BR' R,5,
R BRw R' BR' R',5,
R BRw R' BR' Dw,5,
R BRw R' BR' Dw',5,
R BRw R' BR' D,5,
R BRw R' BR' D',5,
R BRw R' Dw BRw,5,
R BRw R' Dw BRw',5,
R BRw R' Dw B,5,
R BRw R' Dw D,5,
R BRw R' Dw D',5,
R BRw R' Dw' R,5,
R BRw R' Dw' R',5,
R BRw R' Dw' BRw,5,
R BRw R' Dw' B,5,
R BRw R' Dw' B',5,
R BRw R' Dw' D,5,
R BRw R' Dw' D',5,
R BRw R' D F,5,
R BRw R' D F',5,
R BRw R' D BRw',5,
R BRw R' D BL,5,
R BRw R' D B,5,
R BRw R' D B',5,
R BRw R' D BR,5,
R BRw R' D BR',5,
R BRw R' D' F,5,
R BRw R' D' F',5,
R BRw R' D' BRw,5,
R BRw R' D' BRw',5,
R BRw R' D' B,5,
R BRw R' D' B',5,
R BRw R' D' BR,5,
R BRw R' D' BR',5,
R BRw BL BRw' R',5,
R BRw BL BRw' B,5,
R BRw BL BRw' B',5,
R BRw BL BRw' BR,5,
R BRw BL BRw' BR',5,
R BRw BL BRw' Dw,5,
R BRw BL BRw' Dw',5,
R BRw BL BRw' D',5,
R BRw BL B R,5,
R BRw BL B R',5,
R BRw BL B BRw,5,
R BRw BL B BRw',5,
R BRw BL B BL',5,
R BRw BL B BR',5,
R BRw BL B Dw',5,
R BRw BL B D,5,
R BRw BL B D',5,
R BRw BL B' R,5,
R BRw BL B' R',5,
R BRw BL B' BRw,5,
R BRw BL B' BRw',5,
R BRw BL B' BL,5,
R BRw BL B' BR,5,
R BRw BL B' BR',5,
R BRw BL B' Dw,5,
R BRw BL B' D,5,
R BRw BL B' D',5,
R BRw BL BR R,5,
R BRw BL BR R',5,
R BRw BL BR B,5,
R BRw BL BR B',5,
R BRw BL BR Dw',5,
R BRw BL BR' R',5,
R BRw BL BR' B',5,
R BRw BL BR' Dw,5,
R BRw BL BR' Dw',5,
R BRw BL Dw B,5,
R BRw BL Dw B',5,
R BRw BL Dw D,5,
R BRw BL Dw D',5,
R BRw BL Dw' BRw',5,
R BRw BL Dw' B',5,
R BRw BL Dw' D',5,
R BRw BL D BRw',5,
R BRw BL D BL,5,
R BRw BL D B,5,
R BRw BL D B',5,
R BRw BL D BR,5,
R BRw BL D' F',5,
R BRw BL D' B,5,
R BRw BL D' B',5,
R BRw BL D' BR,5,
R BRw BL' BRw R,5,
R BRw BL' BRw R',5,
R BRw BL' BRw B,5,
R BRw BL' BRw B',5,
R BRw BL' BRw' B',5,
R BRw BL' BRw' Dw',5,
R BRw BL' BRw' D',5,
R BRw BL' B R,5,
R BRw BL' B R',5,
R BRw BL' B BRw,5,
R BRw BL' B BRw',5,
R BRw BL' B BL',5,
R BRw BL' B' BRw,5,
R BRw BL' B' BRw',5,
R BRw BL' B' BL,5,
R BRw BL' B' BR,5,
R BRw BL' B' Dw,5,
R BRw BL' B' D,5,
R BRw BL' B' D',5,
R BRw BL' Dw' R,5,
R BRw BL' Dw' B,5,
R BRw BL' Dw' B',5,
R BRw BL' Dw' D',5,
R BRw BL' D BRw',5,
R BRw BL' D B',5,
R BRw BL' D' F,5,
R BRw BL' D' F',5,
R BRw BL' D' B,5,
R BRw BL' D' B',5,
R BRw BL' D' BR',5,
R BRw B R BRw,5,
R BRw B R BL,5,
R BRw B R Dw,5,
R BRw B R Dw',5,
R BRw B R' F',5,
R BRw B R' BRw,5,
R BRw B R' BL,5,
R BRw B R' BL',5,
R BRw B R' B',5,
R BRw B R' D,5,
R BRw B BRw R',5,
R BRw B BRw F,5,
R BRw B BRw F',5,
R BRw B BRw BL,5,
R BRw B BRw BL',5,
R BRw B BRw Dw,5,
R BRw B BRw Dw',5,
R BRw B BRw D,5,
R BRw B BL BRw,5,
R BRw B BL BRw',5,
R BRw B BL B,5,
R BRw B BL B',5,
R BRw B BL Dw,5,
R BRw B BL Dw',5,
R BRw B BL' BRw',5,
R BRw B BL' B,5,
R BRw B BL' Dw,5,
R BRw B BL' Dw',5,
R BRw B Dw R,5,
R BRw B Dw BRw,5,
R BRw B Dw B,5,
R BRw B Dw' B,5,
R BRw B Dw' B',5,
R BRw B' R BRw,5,
R BRw B' R BL,5,
R BRw B' R Dw,5,
R BRw B' R D,5,
R BRw B' R D',5,
R BRw B' R' B,5,
R BRw B' R' B',5,
R BRw B' BRw F,5,
R BRw B' BRw F',5,
R BRw B' BRw BL,5,
R BRw B' BRw BL',5,
R BRw B' BRw B,5,
R BRw B' BRw BR,5,
R BRw B' BRw Dw,5,
R BRw B' BRw D,5,
R BRw B' BRw D',5,
R BRw B' BRw' R,5,
R BRw B' BRw' R',5,
R BRw B' BRw' BL,5,
R BRw B' BRw' BL',5,
R BRw B' BRw' B,5,
R BRw B' BRw' B',5,
R BRw B' BRw' BR,5,
R BRw B' BRw' BR',5,
R BRw B' BRw' Dw,5,
R BRw B' BRw' Dw',5,
R BRw B' BRw' D',5,
R BRw B' BL BRw,5,
R BRw B' BL BRw',5,
R BRw B' BL B,5,
R BRw B' BL B',5,
R BRw B' BL BR,5,
R BRw B' BL BR',5,
R BRw B' BL Dw,5,
R BRw B' BL Dw',5,
R BRw B' BL D,5,
R BRw B' BL D',5,
R BRw B' BL' BRw',5,
R BRw B' BL' BR,5,
R BRw B' BL' BR',5,
R BRw B' BL' Dw',5,
R BRw B' BL' D',5,
R BRw B' BR B,5,
R BRw B' BR Dw,5,
R BRw B' BR Dw',5,
R BRw B' BR D,5,
R BRw B' BR' Dw,5,
R BRw B' BR' Dw',5,
R BRw B' BR' D',5,
R BRw B' Dw R,5,
R BRw B' Dw R',5,
R BRw B' Dw BRw,5,
R BRw B' Dw B',5,
R BRw B' Dw D,5,
R BRw B' Dw D',5,
R BRw B' Dw' D',5,
R BRw B' D F',5,
R BRw B' D BRw,5,
R BRw B' D BRw',5,
R BRw B' D BL,5,
R BRw B' D BL',5,
R BRw B' D B,5,
R BRw B' D B',5,
R BRw B' D BR',5,
R BRw B' D' R,5,
R BRw B' D' R',5,
R BRw B' D' BRw',5,
R BRw B' D' BL,5,
R BRw B' D' BL',5,
R BRw B' D' B',5,
R BRw B' D' BR,5,
R BRw B' D' BR',5,
R BRw BR R F,5,
R BRw BR R F',5,
R BRw BR R BRw,5,
R BRw BR R B,5,
R BRw BR R B',5,
R BRw BR R Dw',5,
R BRw BR R D,5,
R BRw BR R D',5,
R BRw BR R' B,5,
R BRw BR R' B',5,
R BRw BR R' BR,5,
R BRw BR R' BR',5,
R BRw BR R' Dw,5,
R BRw BR R' Dw',5,
R BRw BR B BRw',5,
R BRw BR B BL,5,
R BRw BR B BL',5,
R BRw BR B BR,5,
R BRw BR B BR',5,
R BRw BR B Dw,5,
R BRw BR B Dw',5,
R BRw BR B' R,5,
R BRw BR B' R',5,
R BRw BR B' BRw',5,
R BRw BR B' BL,5,
R BRw BR B' BL',5,
R BRw BR B' BR,5,
R BRw BR B' Dw,5,
R BRw BR B' Dw',5,
R BRw BR B' D,5,
R BRw BR B' D',5,
R BRw BR Dw BRw,5,
R BRw BR Dw B,5,
R BRw BR Dw' R',5,
R BRw BR Dw' BRw,5,
R BRw BR Dw' BRw',5,
R BRw BR Dw' B,5,
R BRw BR Dw' B',5,
R BRw BR' R B,5,
R BRw BR' R B',5,
R BRw BR' R Dw',5,
R BRw BR' R D,5,
R BRw BR' R' B',5,
R BRw BR' R' Dw,5,
R BRw BR' B R,5,
R BRw BR' B R',5,
R BRw BR' B D,5,
R BRw BR' B' BRw,5,
R BRw BR' B' BRw',5,
R BRw BR' B' BR,5,
R BRw BR' B' BR',5,
R BRw BR' B' Dw',5,
R BRw BR' B' D,5,
R BRw BR' Dw BRw',5,
R BRw BR' Dw D,5,
R BRw BR' Dw D',5,
R BRw BR' Dw' R,5,
R BRw BR' Dw' B,5,
R BRw BR' Dw' B',5,
R BRw BR' Dw' D,5,
R BRw BR' Dw' D',5,
R BRw BR' D R,5,
R BRw BR' D R',5,
R BRw BR' D F,5,
R BRw BR' D BRw',5,
R BRw BR' D BL,5,
R BRw BR' D BR',5,
R BRw BR' D' R,5,
R BRw BR' D' R',5,
R BRw BR' D' F,5,
R BRw BR' D' BRw,5,
R BRw BR' D' BRw',5,
R BRw BR' D' B,5,
R BRw BR' D' B',5,
R BRw Dw BRw B,5,
R BRw Dw BRw D,5,
R BRw Dw BRw D',5,
R BRw Dw BRw' BL',5,
R BRw Dw BRw' B,5,
R BRw Dw BRw' B',5,
R BRw Dw BRw' Dw',5,
R BRw Dw B BRw,5,
R BRw Dw B BRw',5,
R BRw Dw B BL,5,
R BRw Dw B BL',5,
R BRw Dw B BR,5,
R BRw Dw B BR',5,
R BRw Dw B Dw,5,
R BRw Dw B Dw',5,
R BRw Dw B D,5,
R BRw Dw B D',5,
R BRw Dw B' R',5,
R BRw Dw B' BRw',5,
R BRw Dw B' BL,5,
R BRw Dw B' BL',5,
R BRw Dw B' BR,5,
R BRw Dw B' BR',5,
R BRw Dw B' Dw',5,
R BRw Dw B' D,5,
R BRw Dw B' D',5,
R BRw Dw D R',5,
R BRw Dw D F,5,
R BRw Dw D F',5,
R BRw Dw D BRw,5,
R BRw Dw D BRw',5,
R BRw Dw D BL',5,
R BRw Dw D B,5,
R BRw Dw D BR',5,
R BRw Dw D' BRw,5,
R BRw Dw D' BL',5,
R BRw Dw D' B,5,
R BRw Dw D' B',5,
R BRw Dw D' BR',5,
R BRw Dw' R B,5,
R BRw Dw' R' B',5,
R BRw Dw' R' D,5,
R BRw Dw' R' D',5,
R BRw Dw' BRw R',5,
R BRw Dw' BRw F,5,
R BRw Dw' BRw F',5,
R BRw Dw' BRw B,5,
R BRw Dw' BRw Dw,5,
R BRw Dw' BRw Dw',5,
R BRw Dw' BRw' F,5,
R BRw Dw' BRw' F',5,
R BRw Dw' BRw' BL,5,
R BRw Dw' BRw' BL',5,
R BRw Dw' BRw' B,5,
R BRw Dw' BRw' B',5,
R BRw Dw' BRw' D,5,
R BRw Dw' BRw' D',5,
R BRw Dw' B BRw,5,
R BRw Dw' B BRw',5,
R BRw Dw' B BL',5,
R BRw Dw' B Dw',5,
R BRw Dw' B D',5,
R BRw Dw' B' BRw,5,
R BRw Dw' B' BRw',5,
R BRw Dw' B' BR,5,
R BRw Dw' B' BR',5,
R BRw Dw' B' Dw,5,
R BRw Dw' B' Dw',5,
R BRw Dw' B' D,5,
R BRw Dw' B' D',5,
R BRw Dw' D R',5,
R BRw Dw' D F,5,
R BRw Dw' D F',5,
R BRw Dw' D BRw,5,
R BRw Dw' D BRw',5,
R BRw Dw' D BL,5,
R BRw Dw' D BL',5,
R BRw Dw' D B,5,
R BRw Dw' D B',5,
R BRw Dw' D BR,5,
R BRw Dw' D' BRw,5,
R BRw Dw' D' BRw',5,
R BRw Dw' D' BL,5,
R BRw Dw' D' BL',5,
R BRw Dw' D' B,5,
R BRw D R F,5,
R BRw D R F',5,
R BRw D R BRw,5,
R BRw D R BL,5,
R BRw D R BL',5,
R BRw D R B,5,
R BRw D R B',5,
R BRw D R BR,5,
R BRw D R BR',5,
R BRw D R Dw,5,
R BRw D R Dw',5,
R BRw D F R,5,
R BRw D F BRw',5,
R BRw D F BL,5,
R BRw D F BL',5,
R BRw D F B,5,
R BRw D F B',5,
R BRw D F' R,5,
R BRw D F' R',5,
R BRw D F' BL,5,
R BRw D F' BL',5,
R BRw D F' B,5,
R BRw D F' B',5,
R BRw D BRw BL,5,
R BRw D BRw BL',5,
R BRw D BRw B,5,
R BRw D BRw B',5,
R BRw D BRw BR',5,
R BRw D BRw Dw,5,
R BRw D BRw Dw',5,
R BRw D BRw' R,5,
R BRw D BRw' R',5,
R BRw D BRw' BL',5,
R BRw D BRw' B,5,
R BRw D BRw' B',5,
R BRw D BRw' Dw',5,
R BRw D BRw' D',5,
R BRw D BL BRw',5,
R BRw D BL B',5,
R BRw D BL BR,5,
R BRw D BL BR',5,
R BRw D BL' B,5,
R BRw D BL' B',5,
R BRw D BL' D,5,
R BRw D B BRw',5,
R BRw D B BL,5,
R BRw D B BL',5,
R BRw D B Dw,5,
R BRw D B Dw',5,
R BRw D B' R,5,
R BRw D B' R',5,
R BRw D B' BRw,5,
R BRw D B' BRw',5,
R BRw D B' BL,5,
R BRw D B' BL',5,
R BRw D B' BR,5,
R BRw D B' BR',5,
R BRw D B' Dw,5,
R BRw D B' Dw',5,
R BRw D B' D,5,
R BRw D B' D',5,
R BRw D BR B,5,
R BRw D BR B',5,
R BRw D BR' B,5,
R BRw D BR' B',5,
R BRw D BR' D,5,
R BRw D BR' D',5,
R BRw D' R' BRw,5,
R BRw D' R' BRw',5,
R BRw D' R' B,5,
R BRw D' R' B',5,
R BRw D' R' Dw',5,
R BRw D' F R,5,
R BRw D' F BRw',5,
R BRw D' F B,5,
R BRw D' F B',5,
R BRw D' F' R,5,
R BRw D' F' R',5,
R BRw D' F' BRw',5,
R BRw D' F' B,5,
R BRw D' F' B',5,
R BRw D' BRw' R,5,
R BRw D' BRw' R',5,
R BRw D' BRw' BL,5,
R BRw D' BRw' BL',5,
R BRw D' BRw' BR',5,
R BRw D' BRw' Dw',5,
R BRw D' BRw' D,5,
R BRw D' B R',5,
R BRw D' B BRw,5,
R BRw D' B BRw',5,
R BRw D' B BL,5,
R BRw D' B BL',5,
R BRw D' B BR,5,
R BRw D' B Dw,5,
R BRw D' B' BRw,5,
R BRw D' B' BRw',5,
R BRw D' B' BL,5,
R BRw D' B' BL',5,
R BRw D' B' BR,5,
R BRw D' B' BR',5,
R BRw D' B' Dw,5,
R BRw D' B' Dw',5,
R BRw D' B' D,5,
R BRw D' B' D',5,
R BRw D' BR' R',5,
R BRw D' BR' B,5,
R BRw D' BR' B',5,
R BRw D' BR' D,5,
R BRw D' BR' D',5,
R BRw' R F B,5,
R BRw' R F BR,5,
R BRw' R F Dw',5,
R BRw' R F' R',5,
R BRw' R F' B,5,
R BRw' R F' B',5,
R BRw' R F' BR,5,
R BRw' R F' BR',5,
R BRw' R F' Dw',5,
R BRw' R BRw R,5,
R BRw' R BRw BL,5,
R BRw' R BRw B,5,
R BRw' R BRw Dw,5,
R BRw' R BRw Dw',5,
R BRw' R BRw D',5,
R BRw' R BRw' R,5,
R BRw' R BRw' F',5,
R BRw' R BRw' B',5,
R BRw' R B R,5,
R BRw' R B BRw,5,
R BRw' R B BRw',5,
R BRw' R B BL,5,
R BRw' R B BL',5,
R BRw' R B BR,5,
R BRw' R B BR',5,
R BRw' R B Dw,5,
R BRw' R B Dw',5,
R BRw' R B D,5,
R BRw' R B D',5,
R BRw' R B' R,5,
R BRw' R B' R',5,
R BRw' R B' BRw,5,
R BRw' R B' BRw',5,
R BRw' R B' BL,5,
R BRw' R B' BL',5,
R BRw' R B' BR,5,
R BRw' R B' BR',5,
R BRw' R B' Dw',5,
R BRw' R BR R,5,
R BRw' R BR R',5,
R BRw' R BR B,5,
R BRw' R BR B',5,
R BRw' R BR D,5,
R BRw' R BR D',5,
R BRw' R BR' R,5,
R BRw' R BR' R',5,
R BRw' R BR' B,5,
R BRw' R BR' B',5,
R BRw' R BR' Dw',5,
R BRw' R Dw' R,5,
R BRw' R Dw' R',5,
R BRw' R Dw' B,5,
R BRw' R Dw' B',5,
R BRw' R D R',5,
R BRw' R D F',5,
R BRw' R D BRw',5,
R BRw' R D BL,5,
R BRw' R D BL',5,
R BRw' R D B,5,
R BRw' R D' R,5,
R BRw' R D' R',5,
R BRw' R D' F,5,
R BRw' R D' F',5,
R BRw' R D' B,5,
R BRw' R D' B',5,
R BRw' R' B R',5,
R BRw' R' B BRw,5,
R BRw' R' B BL,5,
R BRw' R' B BL',5,
R BRw' R' B BR,5,
R BRw' R' B BR',5,
R BRw' R' B Dw,5,
R BRw' R' B Dw',5,
R BRw' R' B D,5,
R BRw' R' B D',5,
R BRw' R' B' R,5,
R BRw' R' B' BRw,5,
R BRw' R' B' BRw',5,
R BRw' R' B' BL,5,
R BRw' R' B' BL',5,
R BRw' R' B' Dw,5,
R BRw' R' B' Dw',5,
R BRw' R' B' D,5,
R BRw' R' BR B,5,
R BRw' R' BR B',5,
R BRw' R' BR Dw,5,
R BRw' R' BR Dw',5,
R BRw' R' BR D,5,
R BRw' R' BR D',5,
R BRw' R' BR' R,5,
R BRw' R' BR' B,5,
R BRw' R' BR' B',5,
R BRw' R' BR' Dw',5,
R BRw' R' BR' D',5,
R BRw' R' Dw R,5,
R BRw' R' Dw BRw,5,
R BRw' R' Dw BRw',5,
R BRw' R' Dw B,5,
R BRw' R' Dw B',5,
R BRw' R' Dw D,5,
R BRw' R' Dw' R,5,
R BRw' R' Dw' R',5,
R BRw' R' Dw' BRw,5,
R BRw' R' Dw' B,5,
R BRw' R' Dw' B',5,
R BRw' R' D BRw,5,
R BRw' R' D B,5,
R BRw' R' D B',5,
R BRw' R' D BR,5,
R BRw' R' D BR',5,
R BRw' R' D' R,5,
R BRw' R' D' R',5,
R BRw' R' D' F,5,
R BRw' R' D' B,5,
R BRw' R' D' BR,5,
R BRw' F R B,5,
R BRw' F R B',5,
R BRw' F R D,5,
R BRw' F R D',5,
R BRw' F R' B,5,
R BRw' F R' B',5,
R BRw' F R' BR,5,
R BRw' F R' Dw',5,
R BRw' F B R,5,
R BRw' F B BRw,5,
R BRw' F B BRw',5,
R BRw' F B BL,5,
R BRw' F B BL',5,
R BRw' F B BR,5,
R BRw' F B BR',5,
R BRw' F B Dw,5,
R BRw' F B Dw',5,
R BRw' F B' R,5,
R BRw' F B' R',5,
R BRw' F B' BRw,5,
R BRw' F B' BRw',5,
R BRw' F B' BL,5,
R BRw' F B' BL',5,
R BRw' F B' BR,5,
R BRw' F B' BR',5,
R BRw' F B' Dw,5,
R BRw' F B' Dw',5,
R BRw' F B' D,5,
R BRw' F B' D',5,
R BRw' F BR B',5,
R BRw' F BR D,5,
R BRw' F BR' B',5,
R BRw' F Dw B,5,
R BRw' F Dw' R,5,
R BRw' F Dw' R',5,
R BRw' F Dw' BRw,5,
R BRw' F Dw' B,5,
R BRw' F Dw' B',5,
R BRw' F' R F',5,
R BRw' F' R BRw,5,
R BRw' F' R BRw',5,
R BRw' F' R B,5,
R BRw' F' R B',5,
R BRw' F' R' BRw,5,
R BRw' F' R' B,5,
R BRw' F' R' B',5,
R BRw' F' R' BR,5,
R BRw' F' BRw R',5,
R BRw' F' BRw B',5,
R BRw' F' BRw Dw,5,
R BRw' F' BRw D',5,
R BRw' F' BRw' R,5,
R BRw' F' BRw' R',5,
R BRw' F' BRw' B,5,
R BRw' F' BRw' B',5,
R BRw' F' B R,5,
R BRw' F' B BRw,5,
R BRw' F' B BRw',5,
R BRw' F' B BL,5,
R BRw' F' B BL',5,
R BRw' F' B BR',5,
R BRw' F' B Dw,5,
R BRw' F' B D',5,
R BRw' F' B' R,5,
R BRw' F' B' R',5,
R BRw' F' B' BRw,5,
R BRw' F' B' BRw',5,
R BRw' F' B' BL,5,
R BRw' F' B' BL',5,
R BRw' F' B' Dw,5,
R BRw' F' B' Dw',5,
R BRw' F' B' D,5,
R BRw' F' B' D',5,
R BRw' F' Dw' R,5,
R BRw' F' Dw' R',5,
R BRw' F' Dw' BRw,5,
R BRw' F' Dw' B',5,
R BRw' F' D BRw,5,
R BRw' F' D BRw',5,
R BRw' F' D B,5,
R BRw' F' D' R,5,
R BRw' F' D' R',5,
R BRw' F' D' B,5,
R BRw' F' D' B',5,
R BRw' B R F,5,
R BRw' B R F',5,
R BRw' B R BRw,5,
R BRw' B R BRw',5,
R BRw' B R BL',5,
R BRw' B R B,5,
R BRw' B R BR,5,
R BRw' B R BR',5,
R BRw' B R Dw,5,
R BRw' B R Dw',5,
R BRw' B R D,5,
R BRw' B R D',5,
R BRw' B R' F',5,
R BRw' B R' BRw,5,
R BRw' B R' BL,5,
R BRw' B R' BL',5,
R BRw' B R' B,5,
R BRw' B R' BR,5,
R BRw' B R' BR',5,
R BRw' B R' Dw,5,
R BRw' B R' Dw',5,
R BRw' B R' D,5,
R BRw' B R' D',5,
R BRw' B BRw R,5,
R BRw' B BRw R',5,
R BRw' B BRw F,5,
R BRw' B BRw F',5,
R BRw' B BRw BL,5,
R BRw' B BRw BL',5,
R BRw' B BRw B',5,
R BRw' B BRw BR,5,
R BRw' B BRw BR',5,
R BRw' B BRw Dw,5,
R BRw' B BRw Dw',5,
R BRw' B BRw D,5,
R BRw' B BRw' F,5,
R BRw' B BRw' BL',5,
R BRw' B BRw' B,5,
R BRw' B BRw' BR,5,
R BRw' B BRw' BR',5,
R BRw' B BRw' Dw',5,
R BRw' B BRw' D,5,
R BRw' B BRw' D',5,
R BRw' B BL BRw,5,
R BRw' B BL BRw',5,
R BRw' B BL B,5,
R BRw' B BL B',5,
R BRw' B BL BR,5,
